"citationId:ID","presentationNumber","sessionType","title","authorCount:int","startPage:int","backgroundSnippet","conclusionSnippet","hasFigures:boolean",":LABEL"
"jjaf231.782","P0601","Poster","Disease burden measured by the IBD-Disk shows sex-specific differences in Ulcerative Colitis and is reduced by upadacitinib – Interim results from the IBD-DACH Study EUROPE","11","1575","Upadacitinib (UPA) is a reversible and selective Janus kinase inhibitor (JAK) and has been approved for the treatment of moderate to 
severe ulcerative colitis (UC). EUROPE is an ongoing, prospective, non-interventional, multicenter study of UPA in adult patients with moderate to 
severe UC in Germany, Austria and Switzerland (DACH).","We observed a higher disease burden across all dimensions of IBD-Disk in women compared to men. Disease burden improved substan­
tially in response to UPA and was similar in women and men at week 8 and 52 of treatment. Further investigations are required to confirm the 
observed sex-dependent differences in symptom burden in independent cohorts.","true","Abstract"
"jjaf231.783","P0602","Poster","Pharmacokinetic model–based monitoring may enhance early biochemical response to infliximab in IBD: A real-world comparative cohort study.","7","1578","Therapeutic drug monitoring (TDM) of infliximab (IFX) improves efficacy and treatment persistence in inflammatory bowel disease 
(IBD), yet strategies differ across centers. Population pharmacokinetic (PK) modeling may enable more personalized and dynamic dose adjustment. 
Although the optimal monitoring approach remains controversial, several studies support proactive TDM of anti-TNF agents to optimize exposure, 
reduce immunogenicity, and improve long-term outcomes.
Aims: compare the efficacy,","Both proactive and PK-based monitoring strategies showed comparable long-term efficacy and safety. The PK-model–guided approach 
was associated with an earlier biochemical response and a trend toward more individualized optimization. These findings support the role of PK 
modeling as a complementary tool for personalized IBD management, although longer follow-up is needed to confirm whether these early advantages 
translate into sustained clinical benefit.","false","Abstract"
"jjaf231.784","P0603","Poster","Early tumour necrosis factor inhibitor initiation is associated with increased persistence in Crohn’s Disease but not Ulcerative Colitis, whereas early ustekinumab, vedolizumab and tofacitinib did not improve persistence","7","1580","Emerging evidence suggests early initiation of advanced therapies (AT) may improve outcomes, but optimal timing remains unclear. We 
aimed to assess the impact of AT timing on persistence.","Early AT is associated with increased persistence for TNFi in CD, suggesting timely treatment may improve outcomes. This was not true 
for other ATs in CD or in UC, even after adjusting for steroid use as a surrogate of disease severity.","true","Abstract"
"jjaf231.785","P0604","Poster","Infliximab point-of-care level testing in Acute Severe Ulcerative Colitis","10","1582","While standard infliximab (IFX) rescue dosing is effective for most acute severe ulcerative colitis (ASUC) patients, those with higher 
inflammatory burden and drug clearance may benefit from dose-intensified and accelerated regimens1. There is limited data guiding point-of-care 
(POC)-IFX drug level driven ASUC treatment strategies, although recent findings from PREDICT-UC suggest day-3 IFX levels predict non-response 
and 3-month colectomy rates2. We assessed the real-world application of 48-h","IFX-POC tests are rapid, affordable and helpful in delineating between pharmacokinetic and pharmacodynamic failure in patients who 
have not adequately responded to initial IFX treatment. This differentiation helps to personalise the approach to ASUC treatment through the early 
identification of those who would benefit from further IFX and who would benefit from earlier switch to salvage therapy or a colectomy. Although 
PREDICT-UC has given day-3 level targets, further research is required to ","false","Abstract"
"jjaf231.786","P0605","Poster","Preventing UTIs in Women with IBD: Early Results of a Randomized Double-Blind Trial of D-Mannose","5","1583","Urinary tract infections (UTIs) are a frequent extraintestinal complication in women with inflammatory bowel disease (IBD), especially 
in those receiving biologic therapy. Recurrent UTIs often require repeated antibiotics, worsen dysbiosis and may lead to interruption of IBD treatments. 
D-mannose has shown preventive efficacy against UTIs in non-IBD patients, but evidence in immunosuppressed individuals is limited. We present 
preliminary data from the ongoing double-blind study, initiated in ","These preliminary findings suggest that D-mannose prophylaxis may significantly reduce UTI incidence in women with IBD, particularly 
for E. coli infections, while demonstrating optimal safety and compatibility with biologic treatment. The study is ongoing, and final results will clarify 
the preventive role of D-mannose in this high-risk population.","false","Abstract"
"jjaf231.787","P0606","Poster","Disease characteristics and therapeutics of mild-to-moderate Ulcerative Colitis in China","3","1584","Most patients with ulcerative colitis (UC) experience a mild-to-moderate disease course characterized by alternating periods of remission 
and relapse. However, data on the clinical features and treatment patterns of mild-to-moderate UC remain limited, and the role of early treatment 
escalation is not well understood.","Patients with mild-to-moderate UC at diagnosis displayed distinct clinical phenotypes and generally favourable long-term outcomes, 
most of whom achieved initial disease control on 5-ASA alone. Nonetheless, many patients continued to experience recurrent symptom flares, often 
accompanied by delayed treatment adjustments and insufficient monitoring, underscoring the need to improve the compliance to current evidence-based 
UC management guidelines.","true","Abstract"
"jjaf231.788","P0607","Poster","Proactive disease monitoring versus reactive monitoring of patients with Inflammatory Bowel Disease in biological therapy: A controlled clinical study (TIME IT)","7","1586","A composite treatment goal combining clinical and endoscopic remission has become a widely accepted therapeutic target in inflamma­
tory bowel disease (IBD) (1). To achieve this target evidence-based monitoring strategies are needed. Proactive monitoring involves scheduled assess­
ments to detect subclinical disease activity and enable timely therapeutic adjustments, whereas reactive monitoring relies on clinical worsening to 
trigger evaluation and therapy adjustments. This study aimed to deter","There were no significant benefits of a proactive approach in achieving a clinical and endoscopic combined treatment goal, and the 
approach resulted in higher use of health care utilization.","true","Abstract"
"jjaf231.789","P0608","Poster","Intestinal Ultrasound Assessment of Small Bowel Crohn’s Disease Following Risankizumab Initiation: Interim Analysis of PROGRESS","12","1588","Intestinal ultrasound (IUS) is a valuable tool for evaluating treatment response to Crohn’s disease (CD) therapy. Achieving transmural 
remission (TR) on IUS is predictive of improved long-term outcomes. Bowel wall thickness (BWT) and colour doppler signal (CDS) are key parameters 
for assessing IUS response. Currently, the rate of IUS response and TR in ileal CD patients with strictures is unclear. Definitive strictures on IUS are 
defined as BWT > 3mm, luminal narrowing, and pre-stenotic dilat","This prospective study is among the few that have evaluated IUS response and TR to RIS in ileal CD with and without strictures in an 
AT refractory population with 73% AT exposed. Future studies are needed to evaluate IUS response and remission on long-term outcomes in CD.","true","Abstract"
"jjaf231.790","P0609","Poster","Correlation Between Postoperative Complications and Disease Recurrence Following Ileocecectomy for Crohn’s Disease","4","1590","Ileocecectomy is one of the most frequently performed surgical procedures for Crohn’s disease (CD). Despite advances in surgical tech­
niques and perioperative management, postoperative disease recurrence remains a major clinical burden, with up to 60% of patients developing 
endoscopic recurrence within one year of resection. Several risk factors for recurrence have been identified, including disease phenotype and postop­
erative medical therapy but there is little data on the relationship betw","Postoperative complications were not associated with increased clinical, endoscopic, or surgical recurrence. Recurrence seems primarily 
driven by the underlying inflammatory burden, as reflected by elevated preoperative CRP levels. Patients who continued prior therapy or required 
no treatment showed fewer recurrences, which may also reflect the influence of underlying disease biology. Higher fecal calprotectin levels correlated 
with more severe complications, suggesting that active inflammati","false","Abstract"
"jjaf231.791","P0610","Poster","Frequent but generally manageable burden of JAKne with sex-specific persistence in upadacitinib-treated IBD: results from a large single-center cohort","10","1591","Upadacitinib (UPA) is increasingly used for IBD, with acne reported more frequently in real-world cohorts than in trials. Evidence 
suggests this adverse event is relatively specific to UPA rather than other JAK inhibitors, yet its clinical course and management remain insufficiently 
defined. We evaluated the prevalence, characteristics and outcomes of UPA-associated acne in a large single-centre cohort.","In the largest single-centre cohort reported, UPA-associated acne was substantially more common than in trials, but was usually man­
ageable and rarely treatment-limiting. BMI modestly increased risk, and female sex predicted prolonged treatment need, while IBD phenotype and 
lesion distribution did not. These findings refine the clinical profile of JAKne and support proactive but reassuring monitoring during UPA therapy.","true","Abstract"
"jjaf231.792","P0611","Poster","Effectiveness and safety of ustekinumab biosimilar for Inflammatory Bowel Disease in real-world clinical practice: 1-year outcomes.","6","1593","Biologic therapies, such as ustekinumab, have demonstrated efficacy and safety in inflammatory bowel disease (IBD), however their 
high cost has driven to the recent development and approval of biosimilars. The aim of our study was to evaluate the effectiveness and safety of the 
ustekinumab biosimilar in clinical practice.","In our study, patients with inflammatory bowel disease (IBD) treated with originator ustekinumab (Stelara®) who transitioned to the 
ustekinumab biosimilar (Uzpruvo®) maintained both clinical and biochemical remission, with a comparable safety and tolerability profile. These 
findings suggest that the biosimilar is a reliable well-tolerated therapeutic alternative to the reference product, providing an opportunity for substantial 
cost savings without compromising efficacy or safety.","true","Abstract"
"jjaf231.793","P0612","Poster","Beyond the trial setting: Real-world effectiveness of filgotinib in Ulcerative Colitis","4","1595","Filgotinib, a selective Janus kinase 1 (JAK1) inhibitor, is an oral small-molecule therapy that reduces cytokine-mediated inflammation 
by inhibiting JAK-1 dependant signalling pathways, including those involving interleukin-6 (IL-6) and type I interferons1. While clinical trials support 
its safety and efficacy, real-world data, particularly in the UK and Ireland, are limited.","This real-world study provides the first evidence from Northern Ireland supporting the use of filgotinib in UC. Filgotinib was associated 
with significant improvements in Partial Mayo Score and faecal calprotectin, favourable safety, and high treatment persistence, consistent with clinical 
trial findings and supporting its effectiveness and safety in practice.","false","Abstract"
"jjaf231.794","P0613","Poster","Real-world effectiveness and safety of mirikizumab in refractory ulcerative colitis","6","1596","Mirikizumab (MRK) is a monoclonal antibody targeting the IL-23 p19 subunit that has demonstrated efficacy in pivotal trials for 
moderate-to-severe ulcerative colitis (UC). Real-world data in patients with multi-refractory disease are still limited. We aimed to assess the short- and 
mid-term effectiveness, safety, and treatment persistence of MRK in routine clinical practice.","In this real-world cohort of long-standing, highly pre-treated UC, mirikizumab achieved high rates of PRO2-defined clinical response 
and remission, with a favourable short-term safety profile and high treatment persistence.","false","Abstract"
"jjaf231.795","P0614","Poster","Increased risk of malnutrition in older patients with CD is associated with active disease, smoking and prior gastrointestinal resection: a cross-sectional study","10","1597","Malnutrition in patients with Crohn’s disease (CD) is common owing to disease-related factors such as poor nutrient absorption, reduced 
food intake, increased energy needs, and nutrient loss through diarrhea or bleeding. Older-adult patients are at increased risk of malnutrition due to 
effects of aging and comorbidities. Early detection and treatment of malnutrition in older-adults can decrease the risk of complications and morbidity 
in this population. Our aim was to evaluate factors associa","Older-adult patients with CD are at high risk of malnutrition, however, rates of specialized IBD dietician assessment were low in this 
population. Vigilance to factors associated with malnutrition and the routine use of simplified nutritional screening tools may assist in early identifi­
cation of patients at risk and their prompt referral to specialized IBD dietitian.","true","Abstract"
"jjaf231.796","P0615","Poster","Effectiveness of Montelukast Combined with Corticosteroids Versus Corticosteroids Alone in Ulcerative Colitis: A Retrospective Cohort Study.","8","1599","Montelukast, a leukotriene receptor antagonist commonly used in asthma management, has shown potential anti-inflammatory effects 
in gastrointestinal disorders. However, its role in ulcerative colitis (UC) management remains unclear. This study aimed to compare the effectiveness 
and safety of montelukast in combination with corticosteroids versus corticosteroids alone in patients with UC.","The addition of montelukast to corticosteroid therapy in patients with UC was associated with an increased risk of disease flare-ups but 
a significantly reduced risk of all-cause mortality and rectal bleeding at 6 months. These findings suggest a complex therapeutic profile for montelukast 
in UC and warrant further prospective studies to elucidate its clinical utility.","false","Abstract"
"jjaf231.797","P0616","Poster","Rectal insulin is safe and well tolerated in active ulcerative colitis: a first-in-human study of a novel epithelial-targeting strategy","8","1600","The intestinal epithelium is central to the interaction between luminal antigens and the mucosal immune system. Current IBD therapies 
mainly target immune cells, and no clinically validated epithelial-targeted strategy exists. The insulin receptor in colonic epithelial cells has recently 
been identified as cytoprotective in experimental colitis [1], suggesting that topical rectal insulin could promote mucosal healing. We conducted a 
first-in-human study primarily to assess the safety and syst","Single-dose rectal insulin (50–100 IU) in active UC appears safe and well tolerated, without clinical or biochemical hypoglycaemia. A 
post hoc exploratory assessment of disease activity was encouraging and, together with these first-in-human safety data, supports the feasibility of 
epithelial insulin receptor targeting as a novel, potentially safe, first-in-class treatment strategy in UC and justifies larger controlled trials","false","Abstract"
"jjaf231.798","P0617","Poster","Prevalence and Risk Factors of Sarcopenia in Patients with Ulcerative Colitis G. Jiang Xi’an Jiaotong University Second Affiliated Hospital, Xi’an, China, jianggem@163.com","0","1601","Sarcopenia is recognised as being associated with disease activity and clinical prognosis in patients with ulcerative colitis. However, the 
prevalence of sarcopenia diagnosis among ulcerative colitis patients differs considerably across clinical studies. This study aimed to explore the prev­
alence of CT-diagnosed sarcopenia and its risk factors using uniform diagnostic criteria, and to establish a predictive model for sarcopenia in ulcerative 
colitis patients.","(1) The prevalence of sarcopenia is high among ulcerative colitis patients, with a CT-based diagnosis rate of 69.5%.(2) Female, advanced 
age, and lower albumin levels constitute independent risk factors for sarcopenia in ulcerative colitis patients.(3) The diagnostic prediction model 
established based on gender, age, albumin, and BMI demonstrates sound clinical applicability.","false","Abstract"
"jjaf231.799","P0618","Poster","Lower visceral fat associates with active disease in men but not women with inflammatory bowel diseases","12","1602","Visceral adipose tissue (VAT) is a metabolically active organ that modulates systemic and intestinal inflammation. While VAT expansion 
has been linked to metabolic dysfunction in inflammatory bowel disease (IBD), the influence of sex-specific adipose distribution remains largely 
unexplored. No studies to date have examined sex differences in VAT thickness in patients with IBD. This study aimed to characterize the relationship 
between VAT measured by ultrasound (US) and disease activity, strat","VAT thickness measured by US correlates with BMI in both men and women but shows a sex-specific relationship with inflammatory 
activity. VAT may reflect a disease-modifying metabolic phenotype in men and highlight the need for sex-specific reference ranges and prospective 
validation of VAT as a biomarker.","false","Abstract"
"jjaf231.800","P0619","Poster","Loss of response to anti-tumor necrosis factor-alpha (Anti-TNFα) therapy in Inflammatory Bowel Disease: A Single-Center Experience","6","1604","Loss of response (LOR) to anti-tumour necrosis factor-alpha (anti-TNFα) therapy remains a major challenge in the long-term manage­
ment of inflammatory bowel disease (IBD). However, data on its prevalence and predictive factors remain limited in our setting. The aim of this 
single-centre study was to assess the prevalence and predictors of loss of response to anti-TNFα therapy in patients with IBD.","Loss of response occurred in nearly half of patients, consistent with previous reports. Low serum infliximab concentrations were the 
main predictive factor, highlighting the importance of therapeutic drug monitoring to optimise long-term outcomes.","false","Abstract"
"jjaf231.801","P0620","Poster","Endoscopic ultrasound-guided enteroscopic treatment for small bowel stricture with enteroscope (with video)","2","1605","Small bowel endoscopic stricturotomy is challenging with a high risk of bleeding and perforation. Prior to performing treatment for 
small bowel stricture, using a miniprobe small bowel ultrasound endoscope to evaluate the stricture, determine the type of stricture, and measure the 
thickness of the bowel wall can facilitate targeted stricturotomy, which means cutting at the thicker parts of the bowel wall.","In comparison to the absence of micro-probe small bowel ultrasound endoscopy, utilizing ultrasound endoscopy for evaluation proved 
to be the safer option.","false","Abstract"
"jjaf231.802","P0621","Poster","Bacteroides_coprocola and its tryptophan metabolites mediate the efficacy of fecal microbiota transplantation in ulcerative colitis","3","1606","Ulcerative colitis (UC) is a refractory inflammatory bowel disease with limited treatment options for moderate-to-severe cases. While 
fecal microbiota transplantation (FMT) demonstrates therapeutic potential through gut microbiota remodeling, its core mechanisms involving key 
bacterial strains and metabolites remain unclear. This study aims to evaluate FMT’s efficacy and safety in moderate-to-severe UC and elucidate its 
mechanism of action.","FMT safely achieves clinical remission and mucosal healing in moderate-to-severe ulcerative colitis. The study demonstrates that 
donor-derived Bacteroides_coprocola and its tryptophan metabolites activate the AHR pathway, thereby suppressing NF-κB/STAT3 signaling, mod­
ulating macrophage polarization, and enhancing intestinal barrier function. These results define a multi-level mechanism for FMT and establish a 
foundation for developing precision microecological therapies.","false","Abstract"
"jjaf231.803","P0622","Poster","Bowel Urgency in Crohn’s Disease patients – Clinical/Psychological Factors and Therapeutic Implications","9","1607","Bowel urgency (BU) is a common and burdensome symptom for patients with Crohn’s disease (CD), yet its determinants remain insuf­
ficiently characterised. This study aimed to investigate clinical, therapeutic, and psychosocial factors associated with BU in adults with CD.","BU affects more than one-third of patients with CD, irrespective of location and disease activity. Anxiety was independently associated 
with BU. Biologic treatment failure was associated with BU, whereas early biologic initiation was protective. These findings highlight the importance 
of integrating psychological assessment and timely therapeutic intervention in the management of CD.","false","Abstract"
"jjaf231.804","P0623","Poster","Prescribing patterns and persistence of advanced therapies in people with Ulcerative Colitis who are bio-experienced: Insights from the Crohn’s Colitis Care (CCCare) registry","9","1608","As therapeutic options for ulcerative colitis (UC) expand, real-world data are needed to understand durability of different advanced 
therapies (ADV) beyond initial treatment lines. Longer-term outcomes in bio-experienced individuals remain poorly characterised. We evaluated 
persistence—a pragmatic measure of ongoing effectiveness across six ADVs—in bio experienced people with UC and assessed predictors of 
persistence.","In this large, multicentre real-world UC cohort, no ADV as second or subsequent choice demonstrated superior persistence, although 
VDZ had a non-significant trend toward greater persistence. Dose escalation at initiation and systemic steroid use were strong predictors of shorter 
persistence, identifying individuals with more severe or higher-risk disease who may benefit from proactive monitoring and treatment optimisation.","true","Abstract"
"jjaf231.805","P0624","Poster","Antibiotic-Fecal Microbiota Transplantation for Ulcerative Colitis: Clinical Outcomes and Temporal Microbiota Dynamics in a Multicenter Prospective Study","10","1611","Gut microbiota dysbiosis contributes to ulcerative colitis (UC). Antibiotic-fecal microbiota transplantation (Antibiotic FMT), combining 
broad-spectrum antibiotics with FMT, has emerged as a strategy to restore microbial balance. We conducted a multicenter prospective study to 
evaluate its efficacy, safety, and temporal microbiota dynamics after FMT.","Antibiotic FMT was effective and safe for inducing remission in active UC. Disease extent, duration, and steroid history may influence 
response. The temporal dynamics of microbiota restoration after FMT may clarify how microbial shifts contribute to therapeutic efficacy and could 
serve as biomarkers for treatment response. Antibiotic FMT represents a promising therapeutic option for UC.","false","Abstract"
"jjaf231.806","P0625","Poster","TRIDENT-UC Study: Higher Efficacy Medication in Bio-Exposed Ulcerative Colitis Patients","9","1613","Despite the progress in advanced therapies (AT) for ulcerative colitis (UC), selecting a second-line treatment after failure remains chal­
lenging. Recent guidelines recommend Ustekinumab (UST), Tofacitinib (TOFA), or Upadacitinib (UPA) as high-efficacy options after prior AT failure. 
However, no real-world studies have compared all three therapies simultaneously.","Even though all three medication demonstrated high efficacy in bio-exposed UC patients, UPA achieved better results at week 16 and 52 
in this real-world study.","true","Abstract"
"jjaf231.807","P0626","Poster","The new IOIBD25 classification in a Belgian inception cohort of patients with inflammatory bowel disease (PANTHER)","9","1615","The Montreal classification is widely adopted to classify inflammatory bowel disease (IBD), but does not fully capture disease progres­
sion. The newly proposed IOIBD25 classification introduces “disease velocity” as a central element.1 This study evaluated the performance of this 
velocity component in a Belgian inception cohort.","Incorporating disease velocity into IBD classification captures clinically meaningful heterogeneity in disease trajectories, as observed in 
this Belgian inception cohort. Refinement of the proposed time cut-offs of velocity events in real-world settings is warranted, and longer follow-up 
data will clarify how velocity-based classification informs disease modification assessment.","true","Abstract"
"jjaf231.808","P0627","Poster","Outcomes of autologous hematopoietic stem cell transplantation in patients with refractory Crohn’s Disease: a single-center retrospective case series","9","1619","Despite advances in biological therapies and small-molecule agents, a subset of patients with Crohn’s disease (CD) remains or becomes 
refractory to all available treatments. Emerging evidence indicates that autologous hematopoietic stem cell transplantation (HSCT) may offer a viable 
therapeutic option for carefully selected patients with treatment-refractory CD. Real-world data on the long-term efficacy and safety of HSCT in this 
population remain important due to the rarity of its use.","Findings from our single-center cohort indicate that autologous HSCT is a relatively safe and effective therapy for inducing and main­
taining endoscopic remission in carefully selected CD patients with a highly refractory phenotype. Although many patients experienced disease relapse, 
most regained response to previously ineffective medical therapies, suggesting that HSCT may modify disease biology and restore treatment 
susceptibility.","true","Abstract"
"jjaf231.809","P0628","Poster","Personalized treatment in Crohńs disease: predictive performance of UST-CDST and VDZ-CDST","10","1622","Crohn’s disease (CD) has a variable clinical course and a heterogeneous therapeutic response. Clinical decision support tools (CDSTs) 
for vedolizumab (VDZ) and ustekinumab (UST) have been developed to guide personalized treatment, but comparative evidence—particularly 
regarding the UST-CDST—remains limited. We aimed to compare the predictive performance of both CDSTs in CD.","Both UST-CDST and VDZ-CDST demonstrated significant predictive performance for clinical response and disease progression in CD, 
with superior performance for their target biologic. These findings support the integration of CDSTs into clinical practice promoting a personalized 
treatment in Crohn’s disease.","false","Abstract"
"jjaf231.810","P0629","Poster","Distinct fatigue trajectories in active IBD: clinical predictors and treatment-linked improvements independent of inflammation","9","1624","Fatigue is one of the most debilitating and persistent symptoms in inflammatory bowel disease (IBD), often remaining despite adequate 
control of intestinal inflammation. Current treatments insufficiently address this burden, underscoring the need to better characterise its course and 
determinants 1. The study aimed to identify distinct fatigue trajectories in patients with active IBD, and to determine clinical and psychological pre­
dictors of fatigue improvement over one year.","LCGA identified three distinct fatigue trajectories, where the evolution appeared largely independent of baseline inflammatory activity. 
Improvement in fatigue was more strongly associated with specific advanced therapies and baseline mental health problems than baseline inflammatory 
markers. The differences between biologics classes are seen in a non-randomized setting and should lead to randomized controlled comparisons 
between interventions.","true","Abstract"
"jjaf231.811","P0630","Poster","Serum Oncostatin M Levels in Ulcerative Colitis - Correlation with Endoscopic and Histological Disease Severity","9","1628","Ulcerative colitis (UC) is a chronic relapsing inflammatory bowel disease for which reliable non-invasive markers of endoscopic and 
histological activity are still needed. Given that histological healing predicts better outcomes and helps prevent relapse, we examined whether serum 
oncostatin M (OSM) could serve as a useful biomarker of UC severity.","Serum OSM is strongly associated with histological activity in UC and demonstrates superior performance compared with FC in assessing 
histological remission. OSM concentration may serve as a non-invasive marker in UC management, particularly useful for identifying histological 
remission, monitoring disease progression, and treatment response.","false","Abstract"
"jjaf231.812","P0631","Poster","An Integrative Hybrid-Care Program for Inflammatory Bowel Disease: A Prospective Single-Centre Study","11","1629","Hybrid-care models integrating digital monitoring with multidisciplinary management are emerging as novel strategies to enhance 
disease control and enable early detection of flares in inflammatory bowel disease (IBD). This study evaluated the impact of a hybrid-care program 
on clinical outcomes and assessed the accuracy of patient-reported outcome measures (PROMs) and step counts in monitoring disease activity.","Implementation of a hybrid-care program for IBD was associated with improved clinical outcomes compared with standard care. 
Patient-reported measures, particularly IBD-specific questionnaires, outperformed digital activity metrics in identifying patients with treatment failure. 
These findings support the integration of structured PROM-based monitoring as a central component of hybrid-care models, while questioning the 
utility of digital step count metrics.","true","Abstract"
"jjaf231.813","P0632","Poster","Single cell transcriptomic profiling of the colonic immune microenvironment distinguishes anti-TNF responders and non-responders in Korean patients with ulcerative colitis","7","1632","Disruption of the epithelial barrier and mucosal immune homeostasis is central to ulcerative colitis (UC) pathogenesis. Although single-cell 
RNA sequencing (scRNA-seq) has enhanced understanding of intestinal cellular heterogeneity, data on anti–tumor necrosis factor (anti-TNF)–related 
cellular responses in Asian UC patients remain limited. This study aimed to characterize mucosal immune, stromal, and epithelial cell subsets asso­
ciated with responsiveness to anti-TNF therapy in Korean UC pat","Anti-TNF responsiveness in UC is governed by the coordinated restoration of immune balance, stromal integrity, and epithelial repair. 
Responders exhibited normalization of naïve T-cell composition and partial preservation of epithelial structure, whereas non-responders showed 
naïve CD4 accumulation, enterocyte loss, and stromal depletion—reflecting persistent fibro-epithelial dysfunction uncorrected by TNF blockade.","true","Abstract"
"jjaf231.814","P0633","Poster","Prescribing Patterns and Persistence of Advanced Therapies in people with Crohn’s disease with prior advanced therapy: Crohn’s Colitis Cure Data Insights Program","9","1634","Optimal sequencing of advanced therapies (ADV) in inflammatory bowel disease (IBD) remains uncertain, (1) with limited real world 
(RW) data on the effectiveness of second or subsequent ADV lines. This study examined factors influencing ADV choice in bioexperienced Crohn’s 
disease (CD) and assessed treatment persistence, a pragmatic surrogate marker of efficacy.","UST is favoured in bioexperienced individuals, with anti-TNF the favoured initial ADV. UST and IFX maintain greatest persistence 
compared to ADA and VDZ, with dose escalation and later line therapy associated with lower persistence. These results show that systems capturing 
RW data at scale on therapy use and efficacy are vital, providing a potential sustainable way to inform care. Large, live RW data systems are ideal 
for phase 4 studies with genuine propensity matching as cohorts achieve su","true","Abstract"
"jjaf231.815","P0634","Poster","Validation of the V-CDST score in Asian patients with Crohn’s disease using vedolizumab","3","1637","The V-CDST score has been shown to predict the efficacy of vedolizumab (VDZ) in patients with Crohn’s disease (CD) who are newly 
started on VDZ in the western population, but validation data from Asia is sparse.","V-CDST is a good predictor of persistence of VDZ and low risk of CD-related complications at 12-month in Asian CD patients.","true","Abstract"
"jjaf231.816","P0635","Poster","Early surgery for ileocaecal Crohn’s disease: evidence versus reality","5","1639","Growing evidence supports earlier surgery for isolated terminal ileal (TI) Crohn’s disease (CD), yet clinical practice remains variable, 
with surgery often reserved for medical treatment failure. Through this multicentre mixed-methods study, we aimed to understand the evidence-practice 
gap by exploring patients’ and clinicians’ perspectives on the role and positioning of bowel resection for surgery-naïve isolated luminal TI CD.","Surgery for isolated TI CD is not offered as an alternative to medical therapy despite supporting evidence. Our previous qualitative 
interviews with clinicians revealed multiple practical barriers to timely surgery. Data from this study show that strong treatment preferences and 
professional biases among HCPs also lead to medical therapy being favoured. Patients do not want surgery as primary therapy but equally do not 
want it as a last resort measure at the cost of quality of life. Patients ","false","Abstract"
"jjaf231.817","P0636","Poster","The impact of obesity on pregnancy in women with inflammatory bowel disease (IBD)","11","1640","We sought to define the burden of obesity in the first trimester in pregnant women with IBD and its influence on adverse pregnancy 
outcomes.","Counter-intuitively, one in five pregnant women with IBD were living with obesity in the first trimester. Obesity was associated with a 
dose-dependent increase in adverse pregnancy outcomes: a diagnosis of IBD per se was not an additive risk factor. Two thirds of patients at risk of 
pre-eclampsia and VTE were not treated with aspirin or LMWH.","true","Abstract"
"jjaf231.818","P0637","Poster","Processing Conditions Shape the Viability and Clinical Efficacy of Fecal Microbiota Suspensions for Ulcerative Colitis","11","1642","Fecal microbiota transplantation (FMT), which aims to transfer viable donor-derived gut microbiota, has demonstrated efficacy in 
ulcerative colitis (UC). However, manufacturing parameters and quality assessment for fecal microbiota suspensions (FMS) remain insufficiently 
standardized. This study quantified the impact of manufacturing, storage, and thawing conditions on viable bacterial counts and adenosine triphos­
phate (ATP) concentrations in FMS and explored their association with clinical ","Freezing, storage, and thawing conditions of FMS influence viable bacterial counts and ATP levels and may affect therapeutic efficacy of 
A-FMT in UC, supporting development of standardized quality control criteria for FMS used in FMT for UC.","false","Abstract"
"jjaf231.819","P0638","Poster","Excess fat mass is associated with worse outcomes in adults with Crohn’s disease treated with standard dose adalimumab: Body composition analysis of the BIOPIC study","11","1644","Excess fat mass and myopenia have been associated with adverse disease outcomes in Crohn’s disease (CD). Despite increasing use of 
advanced therapies in CD, tools that predict treatment response are lacking. We explored if body composition could predict response to standard-dose 
adalimumab in active CD.","Adiposity predicts risk of treatment failure with standard dose adalimumab. This may be related to suboptimal therapeutic drug levels 
and increased risk of immunogenicity. Intensive monitoring of therapeutic drug levels and adjustment of adalimumab dose according to adiposity 
may be considered.","false","Abstract"
"jjaf231.820","P0639","Poster","Real-World Effectiveness, Safety, and Dose Modifications of Upadacitinib in Patients with Crohn’s Disease: A Canadian Multicenter Study","10","1646","Upadacitinib (UPA) is widely used for the treatment of Crohn’s disease (CD) but data on clinical outcomes after extended follow-up in 
daily practice remain scarce. The aim of this study was to assess the real-world effectiveness, safety, and dose modifications of UPA in patients with CD.","In this large and refractory Canadian CD cohort with extensive prior exposure to advanced IBD therapies, a substantial proportion of 
patients experienced clinical benefit from UPA. Treatment persistence was high while SAEs were rare, and AEs resulted in treatment discontinuation 
in < 5%.","true","Abstract"
"jjaf231.821","P0640","Poster","Comparison of Effectiveness Between Vedolizumab and Ustekinumab in Crohn’s Disease: A Real-World Multicenter Study from Gün-Türk IBD Group-Türkiye","11","1648","Optimal sequencing of therapy in Crohn’s disease after anti-TNF failure remains uncertain. We compared the real-world effectiveness 
and safety of vedolizumab and ustekinumab in this setting.","In anti-TNF–experienced Crohn’s disease, ustekinumab provided superior early remission and higher treatment persistence compared 
with vedolizumab, while long-term efficacy and safety were similar. ustekinumab may be favored where rapid disease control and treatment durability 
are required, though both agents remain important therapeutic options.","true","Abstract"
